transaction_id,account_id,customer_id,transaction_date,transaction_type,debit_credit,amount_aud,merchant_category,channel,description,is_flagged,settlement_date
TXN000499,ACC00341,CUST0197,2023-06-29,ATM Withdrawal,Debit,1782.77,Retail,Internet Banking,ATM Withdrawal - Entertainment,N,2023-06-30
TXN000500,ACC00257,CUST0168,2024-03-07,Purchase,Debit,1972.13,Groceries,Internet Banking,Purchase - Restaurants,N,2024-03-07
TXN000501,ACC00122,CUST0110,2022-04-17,Direct Debit,Debit,10174.98,Travel,EFTPOS,Direct Debit - Groceries,N,2022-04-18
TXN000502,ACC00145,CUST0008,2024-09-22,ATM Withdrawal,Debit,1240.14,Utilities,EFTPOS,ATM Withdrawal - Restaurants,N,2024-09-22
TXN000503,ACC00128,CUST0119,2023-07-30,Refund,Credit,11501.15,Healthcare,Internet Banking,Refund - Travel,N,2023-08-01
TXN000504,ACC00053,CUST0066,2024-10-25,Transfer,Credit,9166.9,Restaurants,Internet Banking,Transfer - Fuel,N,2024-10-25
TXN000505,ACC00141,CUST0008,2023-01-29,ATM Withdrawal,Debit,13936.55,Groceries,EFTPOS,ATM Withdrawal - Utilities,N,2023-01-29
TXN000506,ACC00195,CUST0174,2024-04-14,PayID,Credit,7875.04,Utilities,Internet Banking,PayID - Entertainment,N,2024-04-14
TXN000507,ACC00262,CUST0068,2024-05-24,Direct Debit,Debit,9658.45,Fuel,Branch,Direct Debit - Entertainment,N,2024-05-25
TXN000508,ACC00215,CUST0130,2023-05-21,Purchase,Debit,4798.29,Restaurants,Mobile App,Purchase - Groceries,N,2023-05-23
TXN000509,ACC00165,CUST0142,2023-03-11,Direct Debit,Debit,4280.47,Fuel,ATM,Direct Debit - Restaurants,N,2023-03-12
TXN000510,ACC00187,CUST0172,2023-11-16,Purchase,Debit,4566.05,Groceries,EFTPOS,Purchase - Restaurants,N,2023-11-18
TXN000511,ACC00186,CUST0189,2024-12-19,Transfer,Credit,9071.1,Healthcare,Internet Banking,Transfer - Travel,N,2024-12-19
TXN000512,ACC00067,CUST0163,2022-09-04,PayID,Credit,616.54,Utilities,Internet Banking,PayID - Retail,N,2022-09-04
TXN000513,ACC00280,CUST0057,2023-12-04,ATM Withdrawal,Debit,4522.84,Utilities,EFTPOS,ATM Withdrawal - Restaurants,N,2023-12-04
TXN000514,ACC00215,CUST0130,2023-06-02,Refund,Credit,13373.91,Entertainment,Branch,Refund - Retail,N,2023-06-02
TXN000515,ACC00224,CUST0178,2022-05-19,BPAY,Debit,7242.83,Groceries,Internet Banking,BPAY - Healthcare,N,2022-05-19
TXN000516,ACC00149,CUST0006,2022-04-04,Purchase,Debit,14337.09,Utilities,ATM,Purchase - Retail,N,2022-04-06
TXN000517,ACC00039,CUST0077,2022-12-05,BPAY,Debit,6566.74,Travel,EFTPOS,BPAY - Travel,N,2022-12-06
TXN000518,ACC00106,CUST0014,2023-01-12,BPAY,Debit,55.0,Utilities,EFTPOS,BPAY - Groceries,N,2023-01-14
TXN000519,ACC00234,CUST0199,2024-10-28,BPAY,Debit,10616.6,Healthcare,Branch,BPAY - Utilities,N,2024-10-29
TXN000520,ACC00283,CUST0168,2022-09-01,Purchase,Debit,2567.47,Utilities,Branch,Purchase - Groceries,N,2022-09-02
TXN000521,ACC00069,CUST0153,2023-07-08,Purchase,Debit,13100.87,Utilities,Internet Banking,Purchase - Fuel,Y,2023-07-09
TXN000522,ACC00324,CUST0163,2024-01-26,PayID,Credit,4869.1,Healthcare,Internet Banking,PayID - Travel,N,2024-01-27
TXN000523,ACC00167,CUST0038,2022-04-28,Purchase,Debit,9389.7,Entertainment,Internet Banking,Purchase - Healthcare,N,2022-04-28
TXN000524,ACC00276,CUST0157,2022-08-06,PayID,Credit,10839.31,Travel,Branch,PayID - Utilities,N,2022-08-06
TXN000525,ACC00167,CUST0038,2023-07-05,PayID,Credit,3059.58,Travel,Internet Banking,PayID - Retail,N,2023-07-07
TXN000526,ACC00223,CUST0035,2024-01-25,ATM Withdrawal,Debit,2225.86,Fuel,ATM,ATM Withdrawal - Restaurants,N,2024-01-25
TXN000527,ACC00097,CUST0182,2024-10-01,Transfer,Credit,14150.38,Healthcare,Mobile App,Transfer - Healthcare,N,2024-10-01
TXN000528,ACC00202,CUST0131,2023-01-20,Purchase,Debit,1042.74,Travel,Internet Banking,Purchase - Retail,N,2023-01-21
TXN000529,ACC00052,CUST0076,2024-12-14,Refund,Credit,2060.23,Groceries,EFTPOS,Refund - Fuel,N,2024-12-14
TXN000530,ACC00057,CUST0138,2022-01-28,PayID,Credit,11451.92,Groceries,Internet Banking,PayID - Utilities,N,2022-01-29
TXN000531,ACC00074,CUST0123,2022-01-28,Purchase,Debit,11886.21,Fuel,EFTPOS,Purchase - Entertainment,N,2022-01-28
TXN000532,ACC00104,CUST0012,2022-10-13,BPAY,Debit,7206.9,Retail,Internet Banking,BPAY - Healthcare,N,2022-10-13
TXN000533,ACC00125,CUST0058,2022-04-25,Direct Debit,Debit,8153.35,Fuel,Mobile App,Direct Debit - Groceries,N,2022-04-26
TXN000534,ACC00053,CUST0066,2024-11-13,ATM Withdrawal,Debit,13296.97,Restaurants,Mobile App,ATM Withdrawal - Utilities,Y,2024-11-14
TXN000535,ACC00198,CUST0188,2022-10-29,Direct Debit,Debit,5300.3,Utilities,ATM,Direct Debit - Fuel,N,2022-10-29
TXN000536,ACC00115,CUST0100,2022-07-28,Direct Debit,Debit,14347.04,Entertainment,Mobile App,Direct Debit - Entertainment,N,2022-07-28
TXN000537,ACC00023,CUST0197,2022-11-06,BPAY,Debit,2671.84,Entertainment,EFTPOS,BPAY - Restaurants,N,2022-11-06
TXN000538,ACC00342,CUST0133,2023-09-10,Direct Debit,Debit,9371.75,Entertainment,Mobile App,Direct Debit - Healthcare,N,2023-09-12
TXN000539,ACC00189,CUST0096,2023-06-28,PayID,Credit,12160.98,Fuel,Mobile App,PayID - Restaurants,N,2023-06-28
TXN000540,ACC00164,CUST0069,2022-10-30,PayID,Credit,5859.6,Retail,Mobile App,PayID - Fuel,N,2022-11-01
TXN000541,ACC00143,CUST0108,2022-10-24,Transfer,Credit,1357.61,Restaurants,ATM,Transfer - Entertainment,N,2022-10-25
TXN000542,ACC00247,CUST0073,2024-04-27,PayID,Credit,9026.54,Entertainment,Internet Banking,PayID - Utilities,N,2024-04-29
TXN000543,ACC00255,CUST0045,2024-12-29,BPAY,Debit,7389.53,Utilities,ATM,BPAY - Fuel,N,2024-12-30
TXN000544,ACC00270,CUST0034,2023-03-26,Transfer,Credit,10546.7,Entertainment,Mobile App,Transfer - Utilities,N,2023-03-26
TXN000545,ACC00186,CUST0189,2024-08-28,Purchase,Debit,14364.28,Groceries,Branch,Purchase - Entertainment,N,2024-08-28
TXN000546,ACC00151,CUST0102,2024-07-31,Refund,Credit,2162.96,Travel,Internet Banking,Refund - Utilities,N,2024-07-31
TXN000547,ACC00071,CUST0112,2022-08-29,PayID,Credit,14430.82,Restaurants,ATM,PayID - Groceries,N,2022-08-30
TXN000548,ACC00191,CUST0052,2022-04-21,PayID,Credit,10521.33,Fuel,ATM,PayID - Restaurants,Y,2022-04-22
TXN000549,ACC00073,CUST0086,2022-06-11,Purchase,Debit,3676.44,Travel,Internet Banking,Purchase - Restaurants,N,2022-06-11
TXN000550,ACC00271,CUST0154,2023-09-06,PayID,Credit,7053.3,Entertainment,ATM,PayID - Groceries,N,2023-09-06
TXN000551,ACC00031,CUST0107,2022-03-07,Transfer,Credit,9063.0,Restaurants,Mobile App,Transfer - Travel,N,2022-03-09
TXN000552,ACC00233,CUST0052,2023-06-13,BPAY,Debit,13787.33,Healthcare,Internet Banking,BPAY - Travel,N,2023-06-14
TXN000553,ACC00048,CUST0049,2024-12-04,Transfer,Credit,5664.03,Utilities,ATM,Transfer - Groceries,N,2024-12-04
TXN000554,ACC00287,CUST0097,2022-06-08,ATM Withdrawal,Debit,12248.57,Retail,Branch,ATM Withdrawal - Travel,N,2022-06-08
TXN000555,ACC00028,CUST0048,2024-01-31,Transfer,Credit,9700.06,Healthcare,Mobile App,Transfer - Fuel,N,2024-02-02
TXN000556,ACC00172,CUST0037,2022-02-27,Transfer,Credit,3593.71,Fuel,Mobile App,Transfer - Utilities,N,2022-02-28
TXN000557,ACC00097,CUST0182,2023-02-18,Purchase,Debit,9576.2,Utilities,Branch,Purchase - Fuel,N,2023-02-20
TXN000558,ACC00023,CUST0197,2024-09-17,Direct Debit,Debit,686.16,Fuel,Branch,Direct Debit - Groceries,N,2024-09-18
TXN000559,ACC00204,CUST0172,2024-10-21,Refund,Credit,2924.06,Travel,Branch,Refund - Restaurants,N,2024-10-21
TXN000560,ACC00170,CUST0029,2024-04-14,BPAY,Debit,13447.77,Fuel,EFTPOS,BPAY - Restaurants,Y,2024-04-15
TXN000561,ACC00245,CUST0162,2022-03-18,Transfer,Credit,4352.5,Retail,Mobile App,Transfer - Fuel,N,2022-03-18
TXN000562,ACC00111,CUST0026,2022-10-16,Transfer,Credit,11532.62,Entertainment,ATM,Transfer - Restaurants,N,2022-10-17
TXN000563,ACC00320,CUST0015,2024-06-01,PayID,Credit,601.15,Travel,Internet Banking,PayID - Utilities,N,2024-06-03
TXN000564,ACC00039,CUST0077,2022-11-09,ATM Withdrawal,Debit,8503.95,Fuel,Mobile App,ATM Withdrawal - Restaurants,N,2022-11-10
TXN000565,ACC00281,CUST0153,2022-06-28,ATM Withdrawal,Debit,7484.18,Entertainment,Internet Banking,ATM Withdrawal - Healthcare,N,2022-06-29
TXN000566,ACC00296,CUST0098,2024-01-15,Purchase,Debit,5301.17,Restaurants,ATM,Purchase - Healthcare,N,2024-01-16
TXN000567,ACC00227,CUST0173,2022-10-15,BPAY,Debit,14097.5,Retail,Mobile App,BPAY - Entertainment,N,2022-10-16
TXN000568,ACC00210,CUST0047,2022-09-22,BPAY,Debit,6612.97,Entertainment,Branch,BPAY - Fuel,N,2022-09-24
TXN000569,ACC00231,CUST0116,2023-06-23,PayID,Credit,13161.25,Groceries,EFTPOS,PayID - Groceries,N,2023-06-23
TXN000570,ACC00288,CUST0067,2022-01-17,Purchase,Debit,2319.28,Healthcare,ATM,Purchase - Restaurants,N,2022-01-17
TXN000571,ACC00115,CUST0100,2024-03-06,PayID,Credit,13112.51,Fuel,Branch,PayID - Retail,N,2024-03-08
TXN000572,ACC00239,CUST0144,2022-08-12,PayID,Credit,1288.25,Fuel,ATM,PayID - Travel,N,2022-08-13
TXN000573,ACC00034,CUST0015,2023-10-12,BPAY,Debit,5137.01,Retail,Internet Banking,BPAY - Retail,N,2023-10-13
TXN000574,ACC00020,CUST0052,2022-11-15,Transfer,Credit,14228.06,Utilities,Branch,Transfer - Groceries,N,2022-11-16
TXN000575,ACC00032,CUST0135,2024-01-11,ATM Withdrawal,Debit,11843.6,Utilities,Mobile App,ATM Withdrawal - Utilities,N,2024-01-13
TXN000576,ACC00217,CUST0143,2023-07-07,Transfer,Credit,3781.82,Fuel,Internet Banking,Transfer - Fuel,N,2023-07-07
TXN000577,ACC00153,CUST0187,2024-07-13,BPAY,Debit,13069.47,Utilities,Branch,BPAY - Restaurants,N,2024-07-13
TXN000578,ACC00220,CUST0141,2023-12-02,Direct Debit,Debit,14450.52,Restaurants,Internet Banking,Direct Debit - Entertainment,N,2023-12-03
TXN000579,ACC00244,CUST0019,2022-11-26,ATM Withdrawal,Debit,14483.88,Entertainment,EFTPOS,ATM Withdrawal - Travel,N,2022-11-28
TXN000580,ACC00306,CUST0200,2023-02-11,PayID,Credit,1168.05,Restaurants,Branch,PayID - Entertainment,Y,2023-02-12
TXN000581,ACC00076,CUST0187,2024-10-19,Purchase,Debit,12964.66,Travel,Branch,Purchase - Groceries,N,2024-10-19
TXN000582,ACC00325,CUST0149,2024-07-09,BPAY,Debit,9584.11,Fuel,Mobile App,BPAY - Utilities,N,2024-07-09
TXN000583,ACC00216,CUST0023,2022-12-07,Transfer,Credit,9014.55,Entertainment,Internet Banking,Transfer - Utilities,N,2022-12-09
TXN000584,ACC00008,CUST0096,2024-01-29,Purchase,Debit,12206.88,Healthcare,Branch,Purchase - Fuel,N,2024-01-31
TXN000585,ACC00234,CUST0199,2024-04-27,Direct Debit,Debit,6156.39,Travel,EFTPOS,Direct Debit - Entertainment,N,2024-04-27
TXN000586,ACC00235,CUST0011,2024-05-27,BPAY,Debit,5597.45,Restaurants,EFTPOS,BPAY - Travel,N,2024-05-29
TXN000587,ACC00349,CUST0101,2024-06-14,PayID,Credit,9511.97,Fuel,Mobile App,PayID - Fuel,N,2024-06-14
TXN000588,ACC00316,CUST0073,2024-04-22,PayID,Credit,1556.03,Fuel,ATM,PayID - Groceries,N,2024-04-23
TXN000589,ACC00109,CUST0036,2023-04-02,BPAY,Debit,11653.43,Travel,Mobile App,BPAY - Utilities,N,2023-04-02
TXN000590,ACC00180,CUST0069,2024-08-08,Refund,Credit,6194.61,Travel,Mobile App,Refund - Entertainment,N,2024-08-10
TXN000591,ACC00146,CUST0062,2023-07-03,Direct Debit,Debit,13194.23,Healthcare,ATM,Direct Debit - Utilities,Y,2023-07-04
TXN000592,ACC00017,CUST0050,2022-02-01,Refund,Credit,394.68,Entertainment,EFTPOS,Refund - Entertainment,N,2022-02-03
TXN000593,ACC00221,CUST0028,2023-05-11,ATM Withdrawal,Debit,8336.54,Utilities,EFTPOS,ATM Withdrawal - Travel,N,2023-05-13
TXN000594,ACC00220,CUST0141,2022-09-21,ATM Withdrawal,Debit,14090.94,Restaurants,ATM,ATM Withdrawal - Entertainment,N,2022-09-22
TXN000595,ACC00119,CUST0187,2022-07-23,Transfer,Credit,10650.66,Fuel,EFTPOS,Transfer - Travel,N,2022-07-25
TXN000596,ACC00134,CUST0052,2022-11-22,Transfer,Credit,14230.56,Fuel,Mobile App,Transfer - Groceries,N,2022-11-24
TXN000597,ACC00304,CUST0162,2022-11-10,PayID,Credit,418.25,Fuel,EFTPOS,PayID - Travel,Y,2022-11-12
TXN000598,ACC00067,CUST0163,2024-07-18,Refund,Credit,9517.31,Entertainment,Internet Banking,Refund - Utilities,N,2024-07-18
TXN000599,ACC00153,CUST0187,2023-02-01,Transfer,Credit,8031.72,Travel,Branch,Transfer - Groceries,N,2023-02-01
TXN000600,ACC00322,CUST0122,2022-02-17,BPAY,Debit,9576.16,Fuel,Mobile App,BPAY - Retail,N,2022-02-17
TXN000601,ACC00055,CUST0196,2022-10-18,Transfer,Credit,4237.66,Fuel,Mobile App,Transfer - Retail,N,2022-10-18
TXN000602,ACC00201,CUST0078,2022-07-26,Purchase,Debit,7366.06,Travel,Mobile App,Purchase - Retail,N,2022-07-26
TXN000603,ACC00108,CUST0109,2024-05-09,Direct Debit,Debit,5629.44,Retail,Internet Banking,Direct Debit - Restaurants,N,2024-05-09
TXN000604,ACC00338,CUST0192,2022-03-06,Direct Debit,Debit,1758.99,Entertainment,ATM,Direct Debit - Groceries,N,2022-03-08
TXN000605,ACC00131,CUST0183,2022-09-07,Purchase,Debit,2893.49,Groceries,EFTPOS,Purchase - Restaurants,N,2022-09-08
TXN000606,ACC00059,CUST0179,2023-03-21,Transfer,Credit,443.43,Utilities,Mobile App,Transfer - Restaurants,N,2023-03-22
TXN000607,ACC00103,CUST0127,2022-07-08,BPAY,Debit,5228.95,Healthcare,ATM,BPAY - Retail,N,2022-07-09
TXN000608,ACC00099,CUST0035,2023-05-28,PayID,Credit,2595.22,Healthcare,ATM,PayID - Fuel,N,2023-05-30
TXN000609,ACC00160,CUST0105,2022-12-06,PayID,Credit,11911.7,Retail,ATM,PayID - Retail,N,2022-12-08
TXN000610,ACC00140,CUST0085,2023-10-15,BPAY,Debit,9344.04,Travel,ATM,BPAY - Utilities,N,2023-10-16
TXN000611,ACC00324,CUST0163,2022-05-12,Purchase,Debit,6741.6,Healthcare,EFTPOS,Purchase - Travel,N,2022-05-14
TXN000612,ACC00272,CUST0199,2023-12-23,Purchase,Debit,5975.2,Restaurants,Branch,Purchase - Travel,N,2023-12-24
TXN000613,ACC00126,CUST0046,2022-05-29,Direct Debit,Debit,3228.55,Entertainment,Internet Banking,Direct Debit - Entertainment,N,2022-05-30
TXN000614,ACC00006,CUST0068,2023-11-05,BPAY,Debit,3207.37,Entertainment,Internet Banking,BPAY - Fuel,N,2023-11-07
TXN000615,ACC00109,CUST0036,2024-12-15,BPAY,Debit,3262.73,Healthcare,EFTPOS,BPAY - Fuel,N,2024-12-17
TXN000616,ACC00216,CUST0023,2024-06-10,Direct Debit,Debit,4767.43,Utilities,Internet Banking,Direct Debit - Groceries,N,2024-06-11
TXN000617,ACC00024,CUST0046,2023-07-17,Purchase,Debit,6319.14,Retail,Internet Banking,Purchase - Entertainment,N,2023-07-17
TXN000618,ACC00296,CUST0098,2022-02-13,PayID,Credit,4276.27,Groceries,ATM,PayID - Healthcare,N,2022-02-14
TXN000619,ACC00019,CUST0198,2024-12-28,Purchase,Debit,13770.6,Entertainment,Mobile App,Purchase - Fuel,N,2024-12-29
TXN000620,ACC00155,CUST0182,2023-07-17,Direct Debit,Debit,4758.53,Travel,Mobile App,Direct Debit - Entertainment,N,2023-07-17
TXN000621,ACC00202,CUST0131,2023-09-04,ATM Withdrawal,Debit,10447.16,Retail,Mobile App,ATM Withdrawal - Entertainment,N,2023-09-04
TXN000622,ACC00015,CUST0189,2023-04-04,Purchase,Debit,718.47,Restaurants,Mobile App,Purchase - Entertainment,N,2023-04-06
TXN000623,ACC00224,CUST0178,2023-04-09,Transfer,Credit,2553.7,Entertainment,EFTPOS,Transfer - Groceries,N,2023-04-09
TXN000624,ACC00133,CUST0075,2022-03-30,Direct Debit,Debit,1662.94,Fuel,Branch,Direct Debit - Entertainment,N,2022-03-31
TXN000625,ACC00139,CUST0022,2022-12-15,BPAY,Debit,13872.95,Retail,Mobile App,BPAY - Restaurants,N,2022-12-15
TXN000626,ACC00300,CUST0162,2024-04-26,PayID,Credit,9553.92,Fuel,EFTPOS,PayID - Utilities,N,2024-04-28
TXN000627,ACC00251,CUST0166,2023-07-29,PayID,Credit,4829.35,Retail,Internet Banking,PayID - Fuel,N,2023-07-30
TXN000628,ACC00043,CUST0148,2023-12-24,Refund,Credit,8378.17,Utilities,Internet Banking,Refund - Fuel,N,2023-12-25
TXN000629,ACC00031,CUST0107,2023-03-12,Transfer,Credit,197.91,Retail,ATM,Transfer - Utilities,N,2023-03-13
TXN000630,ACC00107,CUST0055,2024-12-16,Direct Debit,Debit,7709.4,Healthcare,ATM,Direct Debit - Restaurants,N,2024-12-16
TXN000631,ACC00067,CUST0163,2023-03-25,ATM Withdrawal,Debit,13750.54,Retail,EFTPOS,ATM Withdrawal - Utilities,N,2023-03-25
TXN000632,ACC00036,CUST0139,2023-07-24,PayID,Credit,6346.99,Healthcare,EFTPOS,PayID - Fuel,N,2023-07-24
TXN000633,ACC00057,CUST0138,2023-05-08,ATM Withdrawal,Debit,249.8,Restaurants,Branch,ATM Withdrawal - Groceries,N,2023-05-10
TXN000634,ACC00232,CUST0178,2023-12-22,BPAY,Debit,3984.42,Fuel,Branch,BPAY - Travel,N,2023-12-23
TXN000635,ACC00258,CUST0102,2024-06-01,Purchase,Debit,7619.39,Retail,Branch,Purchase - Entertainment,N,2024-06-03
TXN000636,ACC00196,CUST0043,2024-05-15,Transfer,Credit,2909.78,Travel,Internet Banking,Transfer - Healthcare,N,2024-05-16
TXN000637,ACC00266,CUST0006,2024-06-06,Purchase,Debit,1638.66,Utilities,Mobile App,Purchase - Utilities,N,2024-06-06
TXN000638,ACC00295,CUST0176,2023-06-30,BPAY,Debit,3582.27,Fuel,Branch,BPAY - Utilities,N,2023-07-02
TXN000639,ACC00208,CUST0103,2024-03-13,Transfer,Credit,5893.89,Healthcare,ATM,Transfer - Utilities,N,2024-03-13
TXN000640,ACC00178,CUST0153,2023-08-13,Direct Debit,Debit,10588.09,Groceries,Mobile App,Direct Debit - Restaurants,N,2023-08-15
TXN000641,ACC00319,CUST0056,2024-09-03,Refund,Credit,11086.62,Utilities,Internet Banking,Refund - Entertainment,N,2024-09-03
TXN000642,ACC00096,CUST0068,2023-11-12,Transfer,Credit,13498.14,Groceries,ATM,Transfer - Travel,N,2023-11-12
TXN000643,ACC00136,CUST0181,2022-06-07,Refund,Credit,2561.71,Groceries,EFTPOS,Refund - Entertainment,N,2022-06-09
TXN000644,ACC00001,CUST0156,2024-09-27,ATM Withdrawal,Debit,13098.4,Fuel,Mobile App,ATM Withdrawal - Groceries,N,2024-09-28
TXN000645,ACC00117,CUST0180,2024-12-11,Refund,Credit,7547.69,Restaurants,Mobile App,Refund - Fuel,N,2024-12-13
TXN000646,ACC00172,CUST0037,2024-07-15,Direct Debit,Debit,7360.44,Healthcare,ATM,Direct Debit - Healthcare,N,2024-07-15
TXN000647,ACC00181,CUST0065,2023-09-09,BPAY,Debit,10652.65,Retail,Mobile App,BPAY - Healthcare,N,2023-09-11
TXN000648,ACC00328,CUST0011,2022-02-12,ATM Withdrawal,Debit,2219.36,Utilities,Internet Banking,ATM Withdrawal - Entertainment,N,2022-02-12
TXN000649,ACC00296,CUST0098,2024-06-01,PayID,Credit,5391.94,Fuel,Internet Banking,PayID - Travel,N,2024-06-02
TXN000650,ACC00321,CUST0032,2024-07-09,BPAY,Debit,14809.99,Restaurants,Branch,BPAY - Entertainment,N,2024-07-10
TXN000651,ACC00302,CUST0093,2024-05-04,Direct Debit,Debit,14179.05,Healthcare,Internet Banking,Direct Debit - Groceries,N,2024-05-06
TXN000652,ACC00176,CUST0035,2022-09-09,ATM Withdrawal,Debit,6502.46,Entertainment,Branch,ATM Withdrawal - Fuel,N,2022-09-10
TXN000653,ACC00076,CUST0187,2024-08-13,BPAY,Debit,10214.17,Healthcare,EFTPOS,BPAY - Restaurants,N,2024-08-14
TXN000654,ACC00034,CUST0015,2023-08-27,Purchase,Debit,234.87,Utilities,Branch,Purchase - Fuel,N,2023-08-28
TXN000655,ACC00003,CUST0064,2024-05-31,Refund,Credit,5284.48,Groceries,Mobile App,Refund - Healthcare,N,2024-06-01
TXN000656,ACC00258,CUST0102,2022-11-14,PayID,Credit,14305.33,Healthcare,Internet Banking,PayID - Utilities,N,2022-11-14
TXN000657,ACC00149,CUST0006,2023-03-25,Direct Debit,Debit,483.02,Utilities,ATM,Direct Debit - Travel,N,2023-03-25
TXN000658,ACC00134,CUST0052,2023-09-11,Transfer,Credit,8955.98,Travel,Branch,Transfer - Restaurants,N,2023-09-11
TXN000659,ACC00129,CUST0002,2022-10-05,Transfer,Credit,6245.27,Healthcare,Branch,Transfer - Fuel,N,2022-10-07
TXN000660,ACC00237,CUST0019,2023-01-11,Refund,Credit,5640.11,Travel,Mobile App,Refund - Restaurants,N,2023-01-13
TXN000661,ACC00161,CUST0093,2024-10-28,PayID,Credit,14023.26,Entertainment,ATM,PayID - Entertainment,N,2024-10-29
TXN000662,ACC00211,CUST0125,2024-08-02,BPAY,Debit,416.07,Groceries,ATM,BPAY - Fuel,N,2024-08-04
TXN000663,ACC00155,CUST0182,2023-05-12,Direct Debit,Debit,8705.26,Restaurants,EFTPOS,Direct Debit - Healthcare,N,2023-05-13
TXN000664,ACC00065,CUST0199,2024-04-05,ATM Withdrawal,Debit,10051.52,Retail,Mobile App,ATM Withdrawal - Fuel,N,2024-04-07
TXN000665,ACC00055,CUST0196,2023-11-14,Refund,Credit,8915.5,Healthcare,EFTPOS,Refund - Retail,N,2023-11-14
TXN000666,ACC00063,CUST0020,2024-11-12,Purchase,Debit,11090.71,Utilities,EFTPOS,Purchase - Restaurants,N,2024-11-13
TXN000667,ACC00070,CUST0147,2023-04-03,PayID,Credit,13425.89,Restaurants,Branch,PayID - Healthcare,N,2023-04-03
TXN000668,ACC00249,CUST0002,2023-02-16,Purchase,Debit,1721.52,Restaurants,EFTPOS,Purchase - Fuel,N,2023-02-16
TXN000669,ACC00105,CUST0177,2022-08-01,Refund,Credit,7106.66,Retail,ATM,Refund - Groceries,N,2022-08-02
TXN000670,ACC00208,CUST0103,2024-09-17,Refund,Credit,14740.46,Utilities,EFTPOS,Refund - Healthcare,N,2024-09-19
TXN000671,ACC00225,CUST0108,2022-09-10,PayID,Credit,6485.87,Groceries,Internet Banking,PayID - Restaurants,N,2022-09-12
TXN000672,ACC00124,CUST0012,2022-12-16,PayID,Credit,7673.21,Utilities,ATM,PayID - Retail,N,2022-12-18
TXN000673,ACC00052,CUST0076,2024-10-06,Direct Debit,Debit,5510.72,Travel,ATM,Direct Debit - Fuel,N,2024-10-07
TXN000674,ACC00076,CUST0187,2022-02-27,Purchase,Debit,4252.05,Travel,Mobile App,Purchase - Healthcare,Y,2022-03-01
TXN000675,ACC00337,CUST0186,2024-06-29,Direct Debit,Debit,640.43,Restaurants,ATM,Direct Debit - Retail,N,2024-06-29
TXN000676,ACC00184,CUST0168,2024-10-22,BPAY,Debit,12837.74,Utilities,Branch,BPAY - Travel,N,2024-10-22
TXN000677,ACC00336,CUST0158,2022-11-07,PayID,Credit,5278.65,Entertainment,ATM,PayID - Restaurants,N,2022-11-09
TXN000678,ACC00156,CUST0013,2024-03-17,Refund,Credit,1024.08,Retail,ATM,Refund - Retail,N,2024-03-17
TXN000679,ACC00295,CUST0176,2024-11-04,BPAY,Debit,11631.19,Healthcare,Internet Banking,BPAY - Entertainment,N,2024-11-06
TXN000680,ACC00179,CUST0073,2024-04-06,Purchase,Debit,1014.48,Restaurants,Internet Banking,Purchase - Fuel,N,2024-04-07
TXN000681,ACC00348,CUST0040,2024-09-02,Transfer,Credit,4855.57,Utilities,Mobile App,Transfer - Restaurants,N,2024-09-03
TXN000682,ACC00216,CUST0023,2022-05-12,Direct Debit,Debit,929.84,Fuel,Mobile App,Direct Debit - Fuel,N,2022-05-13
TXN000683,ACC00311,CUST0179,2022-03-02,Direct Debit,Debit,13853.34,Fuel,ATM,Direct Debit - Travel,N,2022-03-04
TXN000684,ACC00294,CUST0057,2023-02-14,ATM Withdrawal,Debit,2936.57,Retail,Branch,ATM Withdrawal - Utilities,N,2023-02-14
TXN000685,ACC00223,CUST0035,2024-12-18,Transfer,Credit,12130.27,Fuel,EFTPOS,Transfer - Groceries,N,2024-12-20
TXN000686,ACC00050,CUST0067,2023-02-21,Transfer,Credit,499.55,Groceries,Branch,Transfer - Travel,N,2023-02-21
TXN000687,ACC00175,CUST0190,2023-01-15,PayID,Credit,10235.74,Retail,Internet Banking,PayID - Utilities,N,2023-01-16
TXN000688,ACC00257,CUST0168,2023-12-23,BPAY,Debit,5347.92,Restaurants,Mobile App,BPAY - Retail,N,2023-12-24
TXN000689,ACC00037,CUST0197,2022-06-10,BPAY,Debit,1908.76,Healthcare,Mobile App,BPAY - Fuel,N,2022-06-10
TXN000690,ACC00308,CUST0141,2023-11-09,Refund,Credit,339.11,Healthcare,Branch,Refund - Travel,N,2023-11-09
TXN000691,ACC00081,CUST0115,2023-08-13,BPAY,Debit,1122.58,Utilities,EFTPOS,BPAY - Healthcare,N,2023-08-13
TXN000692,ACC00280,CUST0057,2022-08-16,Direct Debit,Debit,8742.0,Groceries,Mobile App,Direct Debit - Entertainment,N,2022-08-16
TXN000693,ACC00172,CUST0037,2022-05-02,BPAY,Debit,2090.19,Entertainment,Mobile App,BPAY - Utilities,N,2022-05-04
TXN000694,ACC00313,CUST0134,2022-03-14,Purchase,Debit,5188.34,Travel,EFTPOS,Purchase - Fuel,N,2022-03-15
TXN000695,ACC00067,CUST0163,2023-07-09,Purchase,Debit,10850.22,Groceries,ATM,Purchase - Utilities,N,2023-07-10
TXN000696,ACC00245,CUST0162,2023-09-14,Transfer,Credit,11723.35,Groceries,Mobile App,Transfer - Groceries,N,2023-09-14
TXN000697,ACC00274,CUST0049,2024-02-16,PayID,Credit,10229.44,Groceries,EFTPOS,PayID - Retail,N,2024-02-17
